Make,Model,Registration Year,Mileage,Body Type,Category,Colour,Cylinder Layout,Dekra,Drive,Engine Capacity,Features,Finance Price,Fuel Consumption,Fuel Tank Capacity,Fuel Type,Gears,Kilowatts,Maintenance plan,No of Doors,No of Seats,Spare Key,Transmission,Vehicle Service History,Warranty,Price
Renault,Clio IV,2016,98000,Hatchback,B,White,I4,Green,F,1149,[],1776,5.5,45,Petrol,5,55,No,5,5,True,Manual,No record,No,77900
Audi,A3,2007,232000,Hatchback,B,Silver,I4,Green,F,1968,[],1430,6.8,55,Diesel,6,103,No,3,4,True,Manual,Complete but Due,No,58900
Land Rover,Freelander,2013,270000,Sports Utility Vehicle (SUV),B,Blue,I4,Green,FR,2179,[],1958,7.0,68,Diesel,6,140,No,5,5,True,Automatic,"Complete, Up To Date",No,87900
Mahindra,KUV 100 NXT,2016,115480,Sports Utility Vehicle (SUV),B,Silver,I3,Green,F,1198,[],1776,4.4,35,Diesel,5,57,No,5,5,False,Manual,Partial,No,77900
BMW,1 Series,2006,233000,Hatchback,B,Black,I4,Green,R,1995,[],1430,11.56,50,Petrol,5,95,No,5,5,True,Manual,Partial,No,58900
Volkswagen,Polo Vivo,2017,119032,Sedan,B,Silver,I4,Green,F,1398,[],1776,6.2,45,Petrol,5,63,No,4,5,True,Manual,"Complete, Up To Date",No,85900
Hyundai,i20,2010,64000,Hatchback,B,Blue,I4,Green,F,1396,[],1958,6.6,45,Petrol,4,74,No,5,5,False,Automatic,"Complete, Up To Date",No,87900
Hyundai,Tucson,2006,239000,Sports Utility Vehicle (SUV),B,Blue,I4,Green,F,1975,[],1430,11.9,58,Petrol,5,104,No,5,5,False,Manual,No record,No,58900
Volkswagen,Polo,2011,135000,Hatchback,B,Red,I4,Green,F,1598,[],1958,6.6,45,Petrol,5,77,No,5,5,False,Manual,Partial,No,95900
Nissan,Qashqai,2009,244000,Hatchback,B,White,I4,Green,F,1598,[],1430,6.7,65,Petrol,5,81,No,5,5,True,Manual,Partial,No,58900
Mercedes-Benz,C Class Sedan,2011,199000,Sedan,B,White,I4,Green,R,1796,[],1958,7.05,59,Petrol,5,115,No,4,5,False,Automatic,Partial but Up to Date,No,87900
Volkswagen,Sharan,2007,267000,Multi Purpose Vehicle,B,White,I4,Green,F,1781,[],1430,12.0,70,Petrol,5,110,No,5,7,False,Manual,Unverified Service History,No,58900
Audi,A3,2010,135589,Cabriolet,B,White,I4,Green,F,1798,[],1776,7.3,55,Petrol,6,118,No,2,4,False,Manual,No record,No,85900
BMW,3 Series,2010,239501,Coupe,B,Black,I6,Green,R,2497,"['CarPlay or Android Auto', 'Auto stop-start']",1776,7.4,60,Petrol,6,160,No,3,5,False,Automatic,No record,No,89900
Mercedes-Benz,C Class Sedan,2010,245400,Sedan,B,Silver,I4,Green,R,1796,[],1776,7.65,59,Petrol,5,135,No,4,5,False,Automatic,No record,No,81900
Mercedes-Benz,C Class Sedan,2013,248080,Sedan,B,Silver,I4,Green,R,1595,['CarPlay or Android Auto'],1776,6.3,59,Petrol,7,115,No,4,5,False,Automatic,Partial,No,85900
Nissan,Qashqai,2011,255000,Sports Utility Vehicle (SUV),B,Silver,I4,Green,F,1997,[],1776,8.2,65,Petrol,5,102,No,5,5,True,Manual,Partial,No,77900
Hyundai,Getz,2006,60905,Hatchback,A,Silver,I4,Green,F,1399,[],1939,5.9,45,Petrol,5,70,No,5,5,True,Manual,Partial,No,86900
Mercedes-Benz,C Class Sedan,2009,270000,Sedan,B,Grey,I4,Green,R,1796,[],1776,6.7,66,Petrol,6,115,No,4,5,False,Manual,Partial,No,85900
Mercedes-Benz,A Class,2012,146000,Multi Purpose Vehicle,A,Grey,I4,Green,F,1991,[],1939,5.2,54,Diesel,6,80,No,5,5,True,Manual,"Complete, Up To Date",No,90900
BMW,5 Series,2010,319000,Sedan,B,Silver,I6,Green,R,2996,[],1394,8.8,70,Petrol,6,200,No,4,5,False,Manual,No record,No,56900
BMW,X5,2006,324000,Sports Utility Vehicle (SUV),B,White,I6,Green,FR,2993,['Reverse camera'],1394,10.8,93,Diesel,5,150,No,5,5,False,Automatic,No record,No,56900
Volvo,S60,2013,352000,Sedan,B,White,I5,Green,F,1984,[],1394,5.8,68,Diesel,6,120,No,4,5,False,Automatic,Partial but Up to Date,No,56900
Volkswagen,Polo Vivo,2014,154000,Hatchback,A,Red,I4,Green,F,1598,[],1939,6.6,45,Petrol,5,77,No,5,5,False,Manual,No record,No,98900
Mercedes-Benz,C Class Sedan,2006,161000,Sedan,B,Silver,I4,Green,R,1796,[],1394,9.93,62,Petrol,5,105,No,4,5,True,Automatic,Partial,No,56900
Dodge,Caliber,2012,170000,Hatchback,B,Silver,I4,Green,F,1998,[],1394,7.4,51,Petrol,5,110,No,5,5,False,Manual,Partial,No,56900
Ford,Figo,2011,181000,Hatchback,B,White,I4,Green,F,1388,[],1394,6.6,45,Petrol,5,62,No,5,5,False,Manual,Partial,No,56900
KIA,Picanto,2013,143000,Hatchback,B,Silver,I4,Green,F,998,[],1739,4.9,35,Petrol,5,51,No,4,5,False,Manual,Partial but Up to Date,No,75900
Alfa Romeo,Giulietta,2011,144000,Hatchback,B,Red,I4,Green,F,1368,[],1739,5.8,60,Petrol,6,125,No,5,5,True,Manual,Partial,No,75900
Audi,A1,2011,184185,Hatchback,B,Silver,I4,Green,F,1197,[],1394,5.1,45,Petrol,5,63,No,3,5,False,Manual,Partial but Up to Date,No,56900
Ford,Figo,2011,145000,Hatchback,B,White,I4,Green,F,1388,[],1394,6.6,45,Petrol,5,62,No,5,5,True,Manual,Partial but Up to Date,No,56900
Audi,A4,2014,224000,Sedan,B,Red,I4,Green,F,1968,[],1739,4.8,70,Diesel,8,130,No,4,5,False,Automatic,No record,No,75900
Nissan,Pathfinder,2006,227000,Sports Utility Vehicle (SUV),B,Silver,I4,Green,FR,2488,['Reverse camera'],1739,9.0,80,Diesel,6,128,No,5,7,True,Manual,Partial,No,75900
Mercedes-Benz,A Class,2002,72000,Multi Purpose Vehicle,B,Silver,I4,Green,F,1598,[],1394,9.1,54,Petrol,5,75,No,5,5,False,Automatic,No record,No,56900
Honda,CR-V,2010,178000,Sports Utility Vehicle (SUV),B,Silver,I4,Green,FR,2134,[],2452,9.5,58,Petrol,5,122,No,5,5,True,Automatic,No record,No,85000
Ford,Ecosport,2016,184000,Sports Utility Vehicle (SUV),B,White,I3,Green,F,998,[],2885,5.7,52,Petrol,5,92,No,5,5,False,Manual,Partial,No,85000
Honda,Civic,2007,234909,Sedan,B,White,I4,Green,F,1799,[],1739,7.0,50,Petrol,5,103,No,4,5,True,Automatic,Partial,No,75900
Hyundai,Sonata,2014,183837,Sedan,B,Silver,I4,Green,F,2359,[],2234,7.9,70,Petrol,6,148,No,4,5,True,Automatic,Complete but Due,No,85000
Hyundai,Tucson,2008,236000,Sports Utility Vehicle (SUV),B,Silver,I4,Green,F,1975,[],1739,11.9,58,Petrol,5,104,No,5,5,True,Manual,Partial,No,75900
Opel,Corsa,2012,98000,Hatchback,B,Silver,I4,Green,F,1398,[],1394,5.8,45,Petrol,5,74,No,5,5,False,Manual,No record,No,56900
BMW,3 Series,2014,250000,Sedan,B,Grey,I4,Green,R,1598,[],1739,5.8,60,Petrol,8,100,No,4,5,False,Automatic,Partial,No,116900
BMW,3 Series,2007,279000,Cabriolet,B,Bronze,I6,Green,R,2996,[],1921,9.4,63,Petrol,6,200,No,2,5,True,Automatic,No record,No,85900
Ssangyong,Korando,2006,115000,Sports Utility Vehicle (SUV),B,Silver,L4,Green,FR,2874,[],1394,8.85,72,Diesel,5,105,No,3,5,True,Manual,Partial but Up to Date,No,59900
BMW,X3,2009,272000,Sports Utility Vehicle (SUV),B,Grey,I4,Green,FR,1995,[],1935,5.6,67,Diesel,6,110,No,5,5,False,Automatic,"Complete, Up To Date",No,85000
KIA,Picanto,2013,127000,Hatchback,B,White,I4,Green,F,998,[],1394,4.9,35,Petrol,5,51,No,4,5,False,Manual,No record,No,56900
KIA,Sportage,2015,274000,Sports Utility Vehicle (SUV),B,White,I4,Green,F,1999,[],3554,8.7,55,Petrol,6,116,No,5,5,True,Manual,Partial,No,85000
Mercedes-Benz,E Class Sedan,2008,187000,Sedan,B,White,I4,Green,R,1796,[],1739,8.7,80,Petrol,5,135,No,4,5,True,Automatic,"Complete, Up To Date",No,75900
Toyota,Aygo,2012,79000,Hatchback,A,Silver,I4,Gold,F,988,[],1921,4.6,35,Petrol,5,50,No,3,4,True,Manual,No record,No,85900
Toyota,Etios,2014,114000,Hatchback,A,Beige,I4,Gold,F,1496,[],1921,6.0,45,Petrol,5,66,No,5,4,False,Manual,Complete but Due,No,85900
Toyota,Etios,2014,135600,Hatchback,A,Silver,I4,Green,F,1496,[],1921,6.0,45,Petrol,5,66,No,5,4,False,Manual,Partial,No,85900
Nissan,X Trail,2007,190000,Sports Utility Vehicle (SUV),B,Silver,I4,Green,FR,2184,[],1739,7.2,60,Diesel,6,84,No,5,5,True,Manual,No record,No,79900
Volkswagen,Polo,2014,142000,Hatchback,A,White,I3,Green,F,1199,[],1905,3.4,45,Diesel,5,55,No,5,5,True,Manual,Partial,No,85000
Opel,Corsa,2012,227000,Hatchback,B,Brown,I4,Green,F,1398,[],1394,5.8,45,Petrol,5,74,No,5,5,False,Manual,No record,No,56900
Mercedes-Benz,C Class Sedan,2009,195701,Sedan,B,Silver,I4,Green,R,1796,[],1739,6.7,66,Petrol,6,115,No,4,5,False,Manual,Partial,No,75900
Ford,Figo,2014,95000,Hatchback,A,White,I4,Green,F,1388,[],1903,6.6,45,Petrol,5,62,No,5,5,True,Manual,Partial,No,84900
Mahindra,XUV500,2015,195746,Sports Utility Vehicle (SUV),B,Silver,I4,Green,R,2179,[],1739,10.2,70,Diesel,6,103,No,5,7,False,Manual,Partial,No,75900
Nissan,X Trail,2008,249368,Sports Utility Vehicle (SUV),B,White,I4,Green,F,1997,[],1394,8.7,65,Petrol,6,102,No,5,5,False,Manual,Partial,No,56900
Honda,Civic,2007,157000,Sedan,B,White,I4,Green,F,1799,[],1739,7.0,50,Petrol,5,103,No,4,5,False,Automatic,Partial,No,75900
Smart,Forfour,2017,122000,Hatchback,A,Black,I3,Green,R,898,[],1903,4.2,28,Petrol,6,66,No,5,4,False,Automatic,"Complete, Up To Date",No,96900
Volkswagen,CC,2010,157721,Coupe,B,Grey,I4,Green,F,1968,[],1739,6.1,70,Diesel,6,125,No,4,4,True,Automatic,No record,No,75900
Renault,Duster,2017,92728,Sports Utility Vehicle (SUV),B,Brown,I4,Green,F,1598,['Reverse camera'],1903,7.6,50,Petrol,5,75,No,4,5,False,Manual,Partial but Up to Date,No,84900
Honda,Civic,2007,260000,Sedan,B,Grey,I4,Green,F,1799,[],1394,6.8,50,Petrol,5,103,No,4,5,False,Manual,Partial,No,56900
BMW,3 Series,2011,167000,Sedan,B,Silver,I4,Green,R,1995,[],1739,7.9,60,Petrol,6,115,No,4,5,True,Manual,No record,No,79900
Hyundai,Terracan,2006,218474,Sports Utility Vehicle (SUV),B,Silver,I4,Green,FR,2902,[],1394,12.8,75,Diesel,4,110,No,5,5,True,Automatic,No record,No,56900
Ford,Figo,2012,170000,Hatchback,A,White,I4,Green,F,1388,[],1394,6.6,45,Petrol,5,62,No,5,5,True,Manual,Partial,No,59900
Volkswagen,Polo Vivo,2010,179000,Hatchback,B,Black,I4,Green,F,1398,[],1739,6.2,45,Petrol,5,63,No,5,5,True,Manual,Partial,No,75900
Alfa Romeo,Giulietta,2012,133000,Hatchback,B,White,I4,Green,F,1368,[],1903,6.4,60,Petrol,6,88,No,5,5,True,Manual,Partial,No,84900
Volkswagen,Golf 5,2008,135000,Hatchback,B,Silver,I4,Green,F,1968,['Reverse camera'],1903,8.25,55,Diesel,6,103,No,5,5,False,Manual,No record,No,92900
Opel,Adam,2015,178720,Hatchback,B,Yellow,I4,Green,F,1398,['CarPlay or Android Auto'],1739,5.3,35,Petrol,5,74,No,3,4,True,Manual,"Complete, Up To Date",No,75900
Volkswagen,Golf 5,2005,195000,Hatchback,B,Red,I4,Green,F,1984,[],1903,8.3,55,Petrol,5,85,No,5,5,True,Manual,Partial,No,84900
Jeep,Patriot,2011,179955,Sports Utility Vehicle (SUV),B,Silver,I4,Green,FR,2359,[],1739,9.37,51,Petrol,6,125,No,5,5,True,Automatic,"Complete, Up To Date",No,75900
Subaru,Forester,2009,202000,Sports Utility Vehicle (SUV),B,Silver,I4,Green,FR,2457,[],1903,9.3,60,Petrol,5,126,No,5,5,True,Manual,"Complete, Up To Date",No,84900
Nissan,Qashqai,2012,161500,Sports Utility Vehicle (SUV),B,Silver,I4,Green,F,1461,[],1903,5.1,65,Diesel,5,81,No,5,5,True,Manual,Partial,No,88900
Volkswagen,Polo Vivo,2011,181000,Hatchback,B,Silver,I4,Green,F,1598,['CarPlay or Android Auto'],1739,6.6,45,Petrol,5,77,No,5,5,True,Manual,Partial,No,79900
Audi,A4,2008,182000,Sedan,B,Grey,I4,Green,F,1781,[],1739,12.38,70,Petrol,7,120,No,4,5,False,Automatic,"Complete, Up To Date",No,75900
Chevrolet,Spark,2015,90700,Hatchback,A,White,I4,Green,F,1206,[],1739,5.4,35,Petrol,5,60,No,5,5,False,Manual,Partial,No,75900
Hyundai,Getz,2008,199000,Hatchback,B,Blue,I4,Green,F,1399,[],1357,5.9,45,Petrol,5,70,No,5,5,True,Manual,Partial,No,57900
Mercedes-Benz,A Class,2006,209000,Multi Purpose Vehicle,B,Silver,I4,Green,F,1699,[],1357,6.6,54,Petrol,7,85,No,5,5,True,Automatic,Partial,No,54900
Fiat,Punto,2008,58000,Hatchback,B,Grey,I4,Green,F,1248,[],1357,6.92,49,Diesel,5,51,No,5,4,False,Manual,Partial but Up to Date,No,54900
Jeep,Cherokee,2001,140000,Sports Utility Vehicle (SUV),B,Silver,V6,Green,FR,3700,[],1357,14.6,70,Petrol,4,155,No,5,5,True,Automatic,No record,No,54900
Hyundai,Accent,2007,216185,Sedan,B,Beige,I4,Green,F,1599,[],1357,6.5,45,Petrol,5,82,No,4,5,False,Manual,No record,No,54900
Nissan,Qashqai,2009,223734,Sports Utility Vehicle (SUV),B,White,I4,Green,F,1995,[],1357,6.6,65,Diesel,6,110,No,5,5,True,Manual,Unverified Service History,No,65900
Mercedes-Benz,ML,2006,217574,Sports Utility Vehicle (SUV),B,White,V8,Green,FR,4966,[],1750,13.4,95,Petrol,7,225,No,5,5,False,Automatic,No record,No,66000
Hyundai,Tucson,2010,250330,Sports Utility Vehicle (SUV),B,White,I4,Green,F,1975,[],1357,11.9,58,Petrol,5,104,No,5,5,True,Manual,Partial,No,54900
Mercedes-Benz,A Class,2010,140000,Multi Purpose Vehicle,B,Black,I4,Green,F,1699,[],1739,7.1,54,Petrol,7,85,No,5,5,True,Automatic,Partial,No,67000
Chevrolet,Cruze,2011,287000,Sedan,B,Grey,I4,Green,F,1991,[],1357,5.1,60,Diesel,5,104,No,4,5,True,Manual,No record,No,54900
BMW,3 Series,2008,158000,Sedan,B,Blue,I6,Green,R,2497,[],2150,8.4,63,Petrol,6,140,No,4,5,True,Manual,Partial,No,64000
Honda,Civic,2008,218874,Sedan,B,White,I4,Green,F,1799,[],1339,6.8,50,Petrol,5,103,No,4,5,True,Manual,Partial,No,53900
Mazda,Mazda 2,2007,166126,Hatchback,B,White,I4,Green,F,1349,[],1586,5.4,43,Petrol,5,62,No,5,5,True,Manual,"Complete, Up To Date",No,72000
Jeep,Cherokee,2003,230000,Sports Utility Vehicle (SUV),B,White,I4,Green,FR,2499,[],1339,9.0,70,Diesel,5,105,No,5,5,False,Manual,Unverified Service History,No,53900
BMW,1 Series,2007,250422,Hatchback,B,Black,I4,Green,R,1995,[],1339,7.4,50,Petrol,5,100,No,5,5,False,Manual,No record,No,53900
Honda,Jazz,2013,205000,Hatchback,B,White,I4,Green,F,1339,[],1764,5.8,40,Petrol,5,73,No,5,5,True,Manual,Partial,No,72000
Audi,A3,2007,295000,Hatchback,B,Grey,I4,Green,F,1984,[],1339,7.7,55,Petrol,6,147,No,5,5,False,Automatic,No record,No,53900
Toyota,Yaris,2009,166000,Hatchback,B,White,I4,Green,F,1298,[],1685,5.5,42,Petrol,5,64,No,5,5,True,Manual,Partial,No,72900
Subaru,Forester,2011,169000,Sports Utility Vehicle (SUV),B,Silver,I4,Green,FR,2457,[],1685,10.5,60,Petrol,5,169,No,5,5,True,Manual,No record,No,72900
BMW,1 Series,2007,181952,Hatchback,B,Silver,I4,Green,R,1596,[],1685,8.49,50,Petrol,5,85,No,5,5,True,Manual,No record,No,72900
Volvo,Xc60,2010,175000,Sports Utility Vehicle (SUV),B,Black,I4,Green,F,1999,[],1848,8.5,70,Petrol,6,149,No,5,5,False,Automatic,No record,No,81900
Honda,Civic,2008,204000,Sedan,B,Blue,I4,Green,F,1799,[],1685,6.8,50,Petrol,5,103,No,4,5,True,Manual,Partial,No,76900
Toyota,Runx,2006,186852,Hatchback,B,Gold,I4,Green,F,1398,[],1848,7.92,60,Petrol,5,71,No,5,5,False,Manual,Partial,No,81900
Honda,Jazz,2008,150000,Hatchback,B,Red,I4,Gold,F,1339,[],1685,6.9,42,Petrol,7,61,No,5,5,True,Automatic,Partial,No,72900
Renault,Sandero,2012,153200,Hatchback,B,White,I4,Green,F,1598,[],1339,7.2,50,Petrol,5,64,No,5,5,False,Manual,Partial,No,53900
Ford,Fiesta,2012,158000,Hatchback,B,Red,I4,Green,F,1388,[],1339,5.9,45,Petrol,5,71,No,5,5,False,Manual,No record,No,53900
Renault,Duster,2014,120502,Sports Utility Vehicle (SUV),B,Red,I4,Green,F,1598,[],1685,7.6,50,Petrol,5,75,No,4,5,True,Manual,"Complete, Up To Date",No,72900
KIA,Sorento,2011,195517,Sports Utility Vehicle (SUV),B,Silver,V6,Green,F,3470,[],1848,15.7,70,Petrol,6,206,No,5,5,False,Automatic,Unverified Service History,No,85900
Hyundai,Tucson,2008,221000,Sports Utility Vehicle (SUV),B,White,I4,Green,F,1975,[],1685,11.9,58,Petrol,5,104,No,5,5,True,Manual,Partial,No,72900
Ford,Figo,2013,211000,Hatchback,B,Green,I4,Green,F,1388,[],1881,6.6,45,Petrol,5,62,No,5,5,False,Manual,Partial,No,46000
Lexus,GS,2011,200000,Sedan,B,White,V6,Green,R,2994,['Reverse camera'],1848,9.6,71,Petrol,6,183,No,4,5,False,Automatic,No record,No,81900
Mazda,Mazda 3,2011,229500,Sedan,B,Orange,I4,Green,F,1598,[],1685,6.9,55,Petrol,5,77,No,4,5,False,Manual,Partial,No,72900
Dodge,Journey,2013,227072,Sports Utility Vehicle (SUV),B,Blue,V6,Green,F,3604,['Reverse camera'],1907,10.4,76,Petrol,6,206,No,5,7,False,Automatic,Partial,No,48000
Toyota,Yaris,2009,153008,Hatchback,A,Silver,I4,Green,F,1298,[],1848,5.5,42,Petrol,5,64,No,5,5,False,Manual,"Complete, Up To Date",No,85900
Honda,Civic,2008,232000,Hatchback,B,Grey,I4,Green,F,2204,[],1793,5.3,50,Diesel,6,103,No,5,5,True,Manual,Partial,No,52000
Ford,Focus,2015,250274,Hatchback,B,White,I3,Green,F,998,[],1685,5.0,55,Petrol,6,92,No,5,5,True,Manual,Partial,No,72900
Fiat,500,2013,72000,Hatchback,B,Grey,I4,Green,F,1242,[],1848,5.1,35,Petrol,5,51,No,3,5,True,Manual,Partial but Up to Date,No,89900
Chevrolet,Cruze,2014,247828,Hatchback,B,White,I4,Green,F,1598,[],2306,6.7,60,Petrol,5,91,No,5,5,False,Manual,"Complete, Up To Date",No,52000
Renault,Megane IV,2016,109000,Hatchback,B,Grey,I4,Green,F,1598,[],1848,6.4,50,Petrol,5,84,No,5,5,True,Manual,"Complete, Up To Date",No,85900
Peugeot,RCZ,2011,150415,Coupe,B,White,I4,Green,F,1598,[],1685,6.9,55,Petrol,6,147,No,3,4,True,Manual,Partial,No,72900
Volkswagen,Polo Vivo,2016,110000,Hatchback,B,Black,I4,Green,F,1398,[],1848,6.2,45,Petrol,5,63,No,5,5,False,Manual,No record,No,85900
Volkswagen,Polo Vivo,2017,69000,Hatchback,A,White,I4,Green,F,1598,[],2583,6.6,45,Petrol,5,77,No,5,5,False,Manual,"Complete, Up To Date",No,68000
KIA,Picanto,2013,78000,Hatchback,A,Silver,I4,Green,F,998,[],1801,4.9,35,Petrol,5,51,No,4,5,False,Manual,Partial,No,72000
Mazda,Mazda 2,2015,110000,Hatchback,B,White,I4,Green,F,1498,[],1848,5.9,43,Petrol,5,76,No,5,5,True,Manual,Partial,No,81900
Nissan,350 Z,2007,121057,Cabriolet,B,Grey,V6,Green,R,3498,[],1848,13.14,80,Petrol,6,216,No,2,2,True,Manual,Unverified Service History,No,81900
Honda,Jazz,2005,81000,Hatchback,A,Gold,I4,Green,F,1339,[],1685,6.9,42,Petrol,7,61,No,5,5,True,Automatic,Partial,No,89900
Mazda,Mazda 3,2015,218000,Hatchback,B,Red,I4,Green,F,1598,['Auto stop-start'],2706,6.0,55,Petrol,5,77,No,5,5,False,Manual,Partial but Up to Date,No,71000
Ford,Figo,2013,145508,Hatchback,B,Silver,I4,Green,F,1388,[],1881,6.6,45,Petrol,5,62,No,5,5,True,Manual,Partial but Up to Date,No,71000
BMW,6 Series,2006,129000,Coupe,B,Black,V8,Green,R,4799,[],1848,11.1,70,Petrol,6,270,No,2,4,True,Automatic,Partial,No,81900
Toyota,Camry,2005,147000,Sedan,B,White,I4,Green,F,2362,[],1535,7.54,70,Petrol,5,112,No,4,5,False,Manual,Partial,No,66000
Hyundai,i30,2011,133000,Hatchback,B,Silver,I4,Green,F,1591,[],1848,6.2,53,Petrol,5,89,No,5,5,False,Manual,Partial,No,81900
Seat,Ibiza,2009,230000,Hatchback,B,Black,I4,Green,F,1896,[],1303,5.3,45,Diesel,6,96,No,5,5,False,Manual,No record,No,57900
Mercedes-Benz,A Class,2010,134500,Multi Purpose Vehicle,B,Grey,I4,Green,F,1699,[],1848,6.6,54,Petrol,5,85,No,5,5,True,Manual,"Complete, Up To Date",No,81900
Mercedes-Benz,A Class,2010,143000,Multi Purpose Vehicle,B,Silver,I4,Green,F,1699,[],1848,7.1,54,Petrol,7,85,No,5,5,True,Automatic,Complete but Due,No,81900
BMW,X5,2005,280000,Sports Utility Vehicle (SUV),B,Silver,I6,Green,FR,2993,[],1434,10.8,93,Diesel,5,150,No,5,5,False,Automatic,Partial,No,47000
Suzuki,SX4,2010,343000,Hatchback,B,White,I4,Green,F,1995,[],2085,7.3,50,Petrol,6,112,No,5,5,True,Manual,Partial but Up to Date,No,44000
Mercedes-Benz,ML,2007,227800,Sports Utility Vehicle (SUV),B,Silver,V8,Green,FR,5461,[],1848,13.3,95,Petrol,7,285,No,5,5,False,Automatic,Partial,No,81900
Toyota,Etios,2013,360000,Hatchback,B,Silver,I4,Green,F,1496,[],1819,6.0,45,Petrol,5,66,No,5,4,True,Manual,No record,No,50000
Ford,Figo,2013,183919,Hatchback,B,White,I4,Green,F,1388,[],1881,6.6,45,Petrol,5,62,No,5,5,True,Manual,Partial but Up to Date,No,47000
Dodge,Caliber,2010,184735,Hatchback,B,White,I4,Green,F,1998,[],2296,7.4,51,Petrol,5,110,No,5,5,True,Manual,No record,No,50000
Suzuki,Grand Vitara,2013,227582,Sports Utility Vehicle (SUV),B,Grey,I4,Green,FR,2393,['CarPlay or Android Auto'],1848,9.9,66,Petrol,4,122,No,5,5,False,Automatic,Partial,No,81900
Audi,A3,2010,165862,Hatchback,B,White,I4,Green,F,1798,[],1285,6.6,55,Petrol,6,118,No,5,5,False,Manual,No record,No,59900
